"Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Tenure","MonthlyCharge","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Churn_Yes","Techie_Yes","Contract_One_Year","Contract_Two_Year","Port_modem_Yes","Tablet_Yes","InternetService_Fiber_Optic","InternetService_None","Phone_Yes","Multiple_Yes","OnlineSecurity_Yes","OnlineBackup_Yes","DeviceProtection_Yes","TechSupport_Yes","StreamingTV_Yes","StreamingMovies_Yes","PaperlessBilling_Yes","PaymentMethod_Credit_Card_(automatic)","PaymentMethod_Electronic_Check","PaymentMethod_Mailed_Check"
0.37325985218628,0.409090909090909,0,0.166666666666667,0.0816244161275449,0.439984646797677,0.666666666666667,0.666666666666667,0.571428571428571,0.333333333333333,0.5,0.428571428571429,0.333333333333333,0.428571428571429,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0
0.549536512099894,0.5,0,0.166666666666667,0.00220315231880552,0.773872335774234,0.333333333333333,0.5,0.285714285714286,0.333333333333333,0.5,0.285714285714286,0.5,0.428571428571429,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0
0.504705052218576,0.363636363636364,0,0.166666666666667,0.207804059870817,0.38047449728927,0.5,0.5,0.142857142857143,0.5,0.5,0.285714285714286,0.333333333333333,0.285714285714286,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0
0.701826582444264,0.636363636363636,0.285714285714286,0,0.226580129281462,0.190206886799236,0.5,0.5,0.428571428571429,0.166666666666667,0.666666666666667,0.428571428571429,0.333333333333333,0.285714285714286,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
0.381270925108586,0.681818181818182,0.285714285714286,0.166666666666667,0.00944678362835322,0.332900071409214,0.5,0.5,0.428571428571429,0.333333333333333,0.5,0.428571428571429,0.5,0.571428571428571,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0.394232032987831,0.636363636363636,0.428571428571429,0.166666666666667,0.084518549118252,0.49970526672133,0.333333333333333,0.333333333333333,0.285714285714286,0.166666666666667,0.5,0.285714285714286,0.333333333333333,0.285714285714286,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0
0.525073385514303,0.409090909090909,0,0.166666666666667,0.172347651506324,0.571599414199797,0.833333333333333,0.666666666666667,0.714285714285714,0.5,0,0.571428571428571,0.666666666666667,0.571428571428571,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
0.364415089337516,0.681818181818182,0,0,0.0459724060931857,0.166389692637117,0.166666666666667,0.166666666666667,0.142857142857143,0.666666666666667,0.166666666666667,0.285714285714286,0.5,0.571428571428571,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0.26716870784498,0.863636363636364,0.285714285714286,0.5,0.101697558161783,0.178368317269928,0.666666666666667,0.5,0.428571428571429,0.333333333333333,0.5,0.285714285714286,0.5,0.428571428571429,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
0.40782110020085,0.772727272727273,0.142857142857143,0,0.034110707112393,0.392536026436078,0.166666666666667,0.166666666666667,0.142857142857143,0.166666666666667,0.666666666666667,0.142857142857143,0.333333333333333,0.285714285714286,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
0.437848734438354,0.363636363636364,0,0.333333333333333,0.257285275630448,0.45189149063263,0.5,0.5,0.428571428571429,1,0.333333333333333,0.285714285714286,0.333333333333333,0.428571428571429,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1
0.311788924396749,0.727272727272727,0.142857142857143,0.166666666666667,0.134110842395949,0.332965619500424,0.5,0.5,0.285714285714286,0.5,0.5,0.428571428571429,0.333333333333333,0.428571428571429,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0.387262114045728,0.363636363636364,0,0,0.169174628584236,0.273384088848632,0,0.166666666666667,0,0.5,0.333333333333333,0.142857142857143,0.333333333333333,0.285714285714286,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.273875318746791,0.590909090909091,0.142857142857143,0,0.223650421546533,0.499533148862027,0.666666666666667,0.833333333333333,0.571428571428571,0.166666666666667,0.5,0.571428571428571,0.5,0.428571428571429,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0
0.553878614364739,0.409090909090909,0.428571428571429,0,0.127606544368918,0.380560128017701,0.333333333333333,0.333333333333333,0.428571428571429,0.166666666666667,0.333333333333333,0.428571428571429,0.5,0.142857142857143,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
0.506868713791591,0.545454545454545,0.142857142857143,0,0.181266635375587,0.464702519406091,0.333333333333333,0.333333333333333,0.285714285714286,0.166666666666667,0.5,0.285714285714286,0.666666666666667,0.142857142857143,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0
0.635940354984229,0.545454545454545,0.142857142857143,0,0.208198508973631,0.547086178954453,0.333333333333333,0.5,0.428571428571429,0.333333333333333,0.666666666666667,0.428571428571429,0.5,0.285714285714286,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0
0.461041220657978,0.681818181818182,0.428571428571429,0,0.018353378974622,0.583800032618466,0.166666666666667,0.166666666666667,0.428571428571429,0.333333333333333,0.333333333333333,0.428571428571429,0.333333333333333,0.285714285714286,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1
0.448890979235494,0.454545454545455,0.142857142857143,0,0.226900270317053,0.344996389526257,0.333333333333333,0.5,0.285714285714286,0.5,0.333333333333333,0.142857142857143,0.333333333333333,0.571428571428571,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0
0.512742993053005,0.409090909090909,0.142857142857143,0,0.166282562776972,0.332882714986428,0.666666666666667,0.666666666666667,0.571428571428571,0.5,0.5,0.428571428571429,0.333333333333333,0.285714285714286,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0
0.567056948759669,0.590909090909091,0,0.5,0.273998855887881,0.499566177449469,0.166666666666667,0.333333333333333,0.285714285714286,0.166666666666667,0.5,0.142857142857143,0.333333333333333,0.285714285714286,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0
0.326191097082894,0.772727272727273,0.142857142857143,0,0.0199401713409493,0.226075523590535,0.666666666666667,0.666666666666667,0.428571428571429,0.5,0.333333333333333,0.428571428571429,0.333333333333333,0.571428571428571,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0.439333701116328,0.681818181818182,0.142857142857143,0.166666666666667,0.0796072903465314,0.214031350866514,0.333333333333333,0.333333333333333,0.285714285714286,0.166666666666667,0.166666666666667,0.285714285714286,0.666666666666667,0.571428571428571,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
0.332074441660123,0.363636363636364,0,0,0.106247354792739,0.332900071409214,0.5,0.5,0.285714285714286,0.666666666666667,0.333333333333333,0.428571428571429,0.5,0.285714285714286,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0
0.646596876150709,0.636363636363636,0.142857142857143,0,0.0671858692085796,0.392675115707939,0.333333333333333,0.333333333333333,0.428571428571429,0.166666666666667,0.5,0.428571428571429,0.333333333333333,0.428571428571429,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0
0.458032872821361,0.5,0.142857142857143,0,0.0444710288627804,0.0593595416237254,0.5,0.5,0.428571428571429,0.5,0.166666666666667,0.428571428571429,0.666666666666667,0.571428571428571,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.746790250414632,0.636363636363636,0,0.166666666666667,0.132472271906969,0.678799413606024,0.666666666666667,0.333333333333333,0.571428571428571,0.333333333333333,0.333333333333333,0.571428571428571,0.5,0.428571428571429,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0.693423250341815,0.5,0,0,0.00552348825877453,0.285480406965675,0.166666666666667,0.166666666666667,0.285714285714286,0.5,0.5,0.142857142857143,0.166666666666667,0.142857142857143,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
0.631805948255017,0.545454545454545,0.285714285714286,0,0.0060582104513778,0.571664962291007,0.333333333333333,0.5,0.285714285714286,0.333333333333333,0.166666666666667,0.428571428571429,0.5,0.142857142857143,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
0.498304994967979,0.772727272727273,0.142857142857143,0,0.0623333322468395,0.845328190757211,0.5,0.5,0.428571428571429,0.333333333333333,0.166666666666667,0.571428571428571,0.666666666666667,0.428571428571429,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0
0.30857889817963,0.590909090909091,0,0,0.142010671925795,0.714269409334812,0.333333333333333,0.166666666666667,0,0.666666666666667,0.333333333333333,0.285714285714286,0.333333333333333,0.142857142857143,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0
0.206108170009352,0.545454545454545,0.285714285714286,0,0.036421989908614,0.321200591151767,0.166666666666667,0.333333333333333,0.428571428571429,0.333333333333333,0.333333333333333,0.142857142857143,0.5,0.285714285714286,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0
0.410986934270694,0.363636363636364,0,0,0.052495500506246,0.714269409334812,0.5,0.5,0.428571428571429,0.666666666666667,0.166666666666667,0.571428571428571,0.333333333333333,0.571428571428571,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0
0.522649727522747,0.318181818181818,0.142857142857143,0.166666666666667,0.280271112686077,0.45189149063263,0.666666666666667,0.666666666666667,0.428571428571429,0.333333333333333,0.666666666666667,0.285714285714286,0.5,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0
